forest,plot,pest,severity,date
Gema,027,Lagarta Desfolhadora,LOW,2024-07-06
Gema,027,Lagarta Desfolhadora,LOW,2024-07-11
Gema,027,Lagarta Desfolhadora,LOW,2024-08-16
Gema,027,Lagarta Desfolhadora,LOW,2024-11-14
Gema,028,Lagarta Desfolhadora,LOW,2024-07-07
Gema,028,Lagarta Desfolhadora,LOW,2024-07-12
Gema,028,Lagarta Desfolhadora,LOW,2024-08-16
Gema,028,Lagarta Desfolhadora,LOW,2024-11-14
Gema,029,Lagarta Desfolhadora,LOW,2024-07-09
Gema,029,Lagarta Desfolhadora,LOW,2024-07-14
Gema,029,Lagarta Desfolhadora,LOW,2024-08-16
Gema,029,Lagarta Desfolhadora,LOW,2024-11-14
Terere,001,Lagarta Desfolhadora,LOW,2024-06-06
Terere,002,Lagarta Desfolhadora,LOW,2024-05-13
Terere,002,Lagarta Desfolhadora,LOW,2024-06-06
Terere,003,Lagarta Desfolhadora,LOW,2024-05-13
Terere,003,Lagarta Desfolhadora,LOW,2024-06-06
Terere,004,Lagarta Desfolhadora,LOW,2024-05-08
Terere,004,Lagarta Desfolhadora,LOW,2024-05-13
Terere,004,Lagarta Desfolhadora,LOW,2024-06-06
